TIME	TEMP	VCCINT	VCCBRAM	VCCAUX	VP	VN	VAUXP[0]	VAUXN[0]	VAUXP[1]	VAUXN[1]	VAUXP[2]	VAUXN[2]	VAUXP[3]	VAUXN[3]	VAUXP[4]	VAUXN[4]	VAUXP[5]	VAUXN[5]	VAUXP[6]	VAUXN[6]	VAUXP[7]	VAUXN[7]	VAUXP[8]	VAUXN[8]	VAUXP[9]	VAUXN[9]	VAUXP[10]	VAUXN[10]	VAUXP[11]	VAUXN[11]	VAUXP[12]	VAUXN[12]	VAUXP[13]	VAUXN[13]	VAUXP[14]	VAUXN[14]	VAUXP[15]	VAUXN[15]	
2372900	63	1.02	1.02	1.8	0.5	0	0.2069	0	0.5783	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2069	0	0.9034	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2374120	63	1.02	1.02	1.8	0.5	0	0.2093	0	0.5776	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2093	0	0.9052	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2375340	63	1.02	1.02	1.8	0.5	0	0.2119	0	0.5768	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2119	0	0.907	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2376560	63	1.02	1.02	1.8	0.5	0	0.2144	0	0.576	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2144	0	0.9088	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2377780	63	1.02	1.02	1.8	0.5	0	0.2169	0	0.5753	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2169	0	0.9106	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2379000	63	1.02	1.02	1.8	0.5	0	0.2194	0	0.5745	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2194	0	0.9123	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2380220	63	1.02	1.02	1.8	0.5	0	0.222	0	0.5738	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.222	0	0.914	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2381440	63	1.02	1.02	1.8	0.5	0	0.2245	0	0.573	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2245	0	0.9157	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2382660	63	1.02	1.02	1.8	0.5	0	0.2271	0	0.5722	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2271	0	0.9174	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2383880	63	1.02	1.02	1.8	0.5	0	0.2297	0	0.5715	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2297	0	0.9191	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2385100	63	1.02	1.02	1.8	0.5	0	0.2323	0	0.5707	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2323	0	0.9208	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2386320	63	1.02	1.02	1.8	0.5	0	0.2349	0	0.57	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2349	0	0.9224	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2387540	63	1.02	1.02	1.8	0.5	0	0.2375	0	0.5692	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2375	0	0.9241	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2388760	63	1.02	1.02	1.8	0.5	0	0.2401	0	0.5684	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2401	0	0.9257	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2389980	63	1.02	1.02	1.8	0.5	0	0.2427	0	0.5677	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2427	0	0.9273	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2391200	63	1.02	1.02	1.8	0.5	0	0.2454	0	0.5669	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2454	0	0.9289	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2392420	63	1.02	1.02	1.8	0.5	0	0.248	0	0.5662	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.248	0	0.9304	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2393640	63	1.02	1.02	1.8	0.5	0	0.2507	0	0.5654	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2507	0	0.932	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2394860	63	1.02	1.02	1.8	0.5	0	0.2533	0	0.5646	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2533	0	0.9335	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2396080	63	1.02	1.02	1.8	0.5	0	0.256	0	0.5639	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.256	0	0.935	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2397300	63	1.02	1.02	1.8	0.5	0	0.2587	0	0.5631	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2587	0	0.9365	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2398520	63	1.02	1.02	1.8	0.5	0	0.2614	0	0.5624	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2614	0	0.938	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2399740	63	1.02	1.02	1.8	0.5	0	0.2641	0	0.5616	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2641	0	0.9395	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2400960	63	1.02	1.02	1.8	0.5	0	0.2668	0	0.5608	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2668	0	0.941	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2402180	63	1.02	1.02	1.8	0.5	0	0.2695	0	0.5601	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2695	0	0.9424	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2403400	63	1.02	1.02	1.8	0.5	0	0.2723	0	0.5593	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2723	0	0.9438	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2404620	63	1.02	1.02	1.8	0.5	0	0.275	0	0.5586	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.275	0	0.9452	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2405840	63	1.02	1.02	1.8	0.5	0	0.2777	0	0.5578	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2777	0	0.9466	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2407060	63	1.02	1.02	1.8	0.5	0	0.2805	0	0.557	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2805	0	0.948	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2408280	63	1.02	1.02	1.8	0.5	0	0.2833	0	0.5563	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2833	0	0.9493	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2409500	63	1.02	1.02	1.8	0.5	0	0.286	0	0.5555	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.286	0	0.9507	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2410720	63	1.02	1.02	1.8	0.5	0	0.2888	0	0.5547	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2888	0	0.952	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2411940	63	1.02	1.02	1.8	0.5	0	0.2916	0	0.554	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2916	0	0.9533	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2413160	63	1.02	1.02	1.8	0.5	0	0.2944	0	0.5532	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2944	0	0.9546	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2414380	63	1.02	1.02	1.8	0.5	0	0.2972	0	0.5525	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2972	0	0.9559	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2415600	63	1.02	1.02	1.8	0.5	0	0.3	0	0.5517	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3	0	0.9571	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2416820	63	1.02	1.02	1.8	0.5	0	0.3028	0	0.5509	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3028	0	0.9583	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2418040	63	1.02	1.02	1.8	0.5	0	0.3056	0	0.5502	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3056	0	0.9596	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2419260	63	1.02	1.02	1.8	0.5	0	0.3085	0	0.5494	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3085	0	0.9608	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2420480	63	1.02	1.02	1.8	0.5	0	0.3113	0	0.5486	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3113	0	0.9619	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2421700	63	1.02	1.02	1.8	0.5	0	0.3142	0	0.5479	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3142	0	0.9631	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2422920	63	1.02	1.02	1.8	0.5	0	0.317	0	0.5471	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.317	0	0.9643	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2424140	63	1.02	1.02	1.8	0.5	0	0.3199	0	0.5463	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3199	0	0.9654	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2425360	63	1.02	1.02	1.8	0.5	0	0.3228	0	0.5456	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3228	0	0.9665	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2426580	63	1.02	1.02	1.8	0.5	0	0.3256	0	0.5448	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3256	0	0.9676	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2427800	63	1.02	1.02	1.8	0.5	0	0.3285	0	0.5441	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3285	0	0.9687	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2429020	63	1.02	1.02	1.8	0.5	0	0.3314	0	0.5433	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3314	0	0.9697	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2430240	63	1.02	1.02	1.8	0.5	0	0.3343	0	0.5425	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3343	0	0.9708	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2431460	63	1.02	1.02	1.8	0.5	0	0.3372	0	0.5418	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3372	0	0.9718	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2432680	63	1.02	1.02	1.8	0.5	0	0.3401	0	0.541	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3401	0	0.9728	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2433900	63	1.02	1.02	1.8	0.5	0	0.343	0	0.5402	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.343	0	0.9738	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2435120	63	1.02	1.02	1.8	0.5	0	0.3459	0	0.5395	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3459	0	0.9748	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2436340	63	1.02	1.02	1.8	0.5	0	0.3489	0	0.5387	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3489	0	0.9757	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2437560	63	1.02	1.02	1.8	0.5	0	0.3518	0	0.5379	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3518	0	0.9767	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2438780	63	1.02	1.02	1.8	0.5	0	0.3547	0	0.5372	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3547	0	0.9776	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2440000	63	1.02	1.02	1.8	0.5	0	0.3577	0	0.5364	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3577	0	0.9785	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2441220	63	1.02	1.02	1.8	0.5	0	0.3606	0	0.5356	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3606	0	0.9794	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2442440	63	1.02	1.02	1.8	0.5	0	0.3636	0	0.5349	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3636	0	0.9802	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2443660	63	1.02	1.02	1.8	0.5	0	0.3665	0	0.5341	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3665	0	0.9811	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2444880	63	1.02	1.02	1.8	0.5	0	0.3695	0	0.5333	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3695	0	0.9819	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2446100	63	1.02	1.02	1.8	0.5	0	0.3724	0	0.5326	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3724	0	0.9827	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2447320	63	1.02	1.02	1.8	0.5	0	0.3754	0	0.5318	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3754	0	0.9835	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2448540	63	1.02	1.02	1.8	0.5	0	0.3784	0	0.5311	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3784	0	0.9843	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2449760	63	1.02	1.02	1.8	0.5	0	0.3814	0	0.5303	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3814	0	0.985	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2450980	63	1.02	1.02	1.8	0.5	0	0.3844	0	0.5295	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3844	0	0.9858	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2452200	63	1.02	1.02	1.8	0.5	0	0.3873	0	0.5288	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3873	0	0.9865	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2453420	63	1.02	1.02	1.8	0.5	0	0.3903	0	0.528	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3903	0	0.9872	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2454640	63	1.02	1.02	1.8	0.5	0	0.3933	0	0.5272	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3933	0	0.9879	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2455860	63	1.02	1.02	1.8	0.5	0	0.3963	0	0.5265	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3963	0	0.9885	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2457080	63	1.02	1.02	1.8	0.5	0	0.3994	0	0.5257	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3994	0	0.9892	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2458300	63	1.02	1.02	1.8	0.5	0	0.4024	0	0.5249	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4024	0	0.9898	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2459520	63	1.02	1.02	1.8	0.5	0	0.4054	0	0.5242	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4054	0	0.9904	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2460740	63	1.02	1.02	1.8	0.5	0	0.4084	0	0.5234	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4084	0	0.991	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2461960	63	1.02	1.02	1.8	0.5	0	0.4114	0	0.5226	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4114	0	0.9916	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2463180	63	1.02	1.02	1.8	0.5	0	0.4144	0	0.5219	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4144	0	0.9921	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2464400	63	1.02	1.02	1.8	0.5	0	0.4175	0	0.5211	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4175	0	0.9926	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2465620	63	1.02	1.02	1.8	0.5	0	0.4205	0	0.5203	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4205	0	0.9932	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2466840	63	1.02	1.02	1.8	0.5	0	0.4235	0	0.5196	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4235	0	0.9937	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2468060	63	1.02	1.02	1.8	0.5	0	0.4266	0	0.5188	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4266	0	0.9941	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2469280	63	1.02	1.02	1.8	0.5	0	0.4296	0	0.518	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4296	0	0.9946	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2470500	63	1.02	1.02	1.8	0.5	0	0.4326	0	0.5173	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4326	0	0.995	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2471720	63	1.02	1.02	1.8	0.5	0	0.4357	0	0.5165	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4357	0	0.9955	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2472940	63	1.02	1.02	1.8	0.5	0	0.4387	0	0.5157	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4387	0	0.9959	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2474160	63	1.02	1.02	1.8	0.5	0	0.4418	0	0.515	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4418	0	0.9962	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2475380	63	1.02	1.02	1.8	0.5	0	0.4448	0	0.5142	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4448	0	0.9966	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2476600	63	1.02	1.02	1.8	0.5	0	0.4479	0	0.5134	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4479	0	0.997	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2477820	63	1.02	1.02	1.8	0.5	0	0.4509	0	0.5127	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4509	0	0.9973	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2479040	63	1.02	1.02	1.8	0.5	0	0.454	0	0.5119	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.454	0	0.9976	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2480260	63	1.02	1.02	1.8	0.5	0	0.4571	0	0.5111	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4571	0	0.9979	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2481480	63	1.02	1.02	1.8	0.5	0	0.4601	0	0.5104	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4601	0	0.9982	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2482700	63	1.02	1.02	1.8	0.5	0	0.4632	0	0.5096	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4632	0	0.9984	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2483920	63	1.02	1.02	1.8	0.5	0	0.4662	0	0.5088	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4662	0	0.9986	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2485140	63	1.02	1.02	1.8	0.5	0	0.4693	0	0.5081	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4693	0	0.9989	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2486360	63	1.02	1.02	1.8	0.5	0	0.4724	0	0.5073	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4724	0	0.9991	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2487580	63	1.02	1.02	1.8	0.5	0	0.4754	0	0.5065	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4754	0	0.9992	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2488800	63	1.02	1.02	1.8	0.5	0	0.4785	0	0.5058	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4785	0	0.9994	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2490020	63	1.02	1.02	1.8	0.5	0	0.4816	0	0.505	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4816	0	0.9995	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2491240	63	1.02	1.02	1.8	0.5	0	0.4846	0	0.5042	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4846	0	0.9997	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2492460	63	1.02	1.02	1.8	0.5	0	0.4877	0	0.5035	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4877	0	0.9998	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2493680	63	1.02	1.02	1.8	0.5	0	0.4908	0	0.5027	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4908	0	0.9998	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2494900	63	1.02	1.02	1.8	0.5	0	0.4939	0	0.5019	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4939	0	0.9999	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2496120	63	1.02	1.02	1.8	0.5	0	0.4969	0	0.5012	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.4969	0	1	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2497340	63	1.02	1.02	1.8	0.5	0	0.5	0	0.5004	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	1	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2498560	63	1.02	1.02	1.8	0.5	0	0.5	0	0.4996	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	1	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2499780	63	1.02	1.02	1.8	0.5	0	0.5031	0	0.4988	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5031	0	1	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2501000	63	1.02	1.02	1.8	0.5	0	0.5061	0	0.4981	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5061	0	1	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2502220	63	1.02	1.02	1.8	0.5	0	0.5092	0	0.4973	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5092	0	0.9999	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2503440	63	1.02	1.02	1.8	0.5	0	0.5123	0	0.4965	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5123	0	0.9998	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
2504660	63	1.02	1.02	1.8	0.5	0	0.5154	0	0.4958	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5154	0	0.9998	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
